employee_id,department,Location,Supervisor,date,punchin1,punchout1,punchin2,punchout2,punchin3,punchout3,year,pay_rate,hours_worked,break_length_1,break_length_2
9424,PROCUREMENT,LA,Christopher,2022-05-06,5/6/22 7:56,5/6/22 12:15,5/6/22 12:46,5/6/22 16:36,,,2022,23.0,8.2,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-05-09,5/9/22 7:57,5/9/22 12:15,5/9/22 12:46,5/9/22 16:34,,,2022,23.0,8.1,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-05-10,5/10/22 8:00,5/10/22 12:15,5/10/22 12:45,5/10/22 16:39,,,2022,23.0,8.2,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-05-11,5/11/22 7:55,5/11/22 12:15,5/11/22 12:47,5/11/22 16:35,,,2022,23.0,8.1,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-05-12,5/12/22 8:04,5/12/22 12:15,5/12/22 12:44,5/12/22 16:32,,,2022,23.0,8.0,0 days 00:29:00,
9424,PROCUREMENT,LA,Christopher,2022-05-13,5/13/22 8:07,5/13/22 12:15,5/13/22 12:46,5/13/22 16:33,,,2022,23.0,7.9,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-05-16,5/16/22 7:58,5/16/22 12:15,5/16/22 12:47,5/16/22 16:32,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-05-17,5/17/22 7:59,5/17/22 12:16,5/17/22 12:48,5/17/22 16:31,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-05-18,5/18/22 8:05,5/18/22 12:15,5/18/22 12:47,5/18/22 16:32,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-05-19,5/19/22 7:59,5/19/22 12:15,5/19/22 12:47,5/19/22 16:33,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-05-20,5/20/22 7:59,5/20/22 12:17,5/20/22 12:47,5/20/22 16:31,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-05-23,5/23/22 7:59,5/23/22 12:15,5/23/22 12:47,5/23/22 16:34,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-05-24,5/24/22 7:59,5/24/22 12:15,5/24/22 12:46,5/24/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-05-25,5/25/22 8:00,5/25/22 12:15,5/25/22 12:48,5/25/22 16:32,,,2022,23.0,8.0,0 days 00:33:00,
9424,PROCUREMENT,LA,Christopher,2022-05-26,5/26/22 8:02,5/26/22 12:19,5/26/22 12:49,5/26/22 16:32,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-05-27,5/27/22 7:30,5/27/22 12:03,5/27/22 12:34,5/27/22 16:03,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-05-31,5/31/22 8:03,5/31/22 12:16,5/31/22 12:48,5/31/22 16:32,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-01,6/1/22 8:01,6/1/22 12:16,6/1/22 12:45,6/1/22 16:32,,,2022,23.0,8.0,0 days 00:29:00,
9424,PROCUREMENT,LA,Christopher,2022-06-02,6/2/22 8:01,6/2/22 12:15,6/2/22 12:46,6/2/22 16:40,,,2022,23.0,8.1,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-06-03,6/3/22 7:59,6/3/22 12:15,6/3/22 12:47,6/3/22 16:32,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-06,6/6/22 8:00,6/6/22 12:16,6/6/22 12:46,6/6/22 16:32,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-06-07,6/7/22 8:02,6/7/22 12:21,6/7/22 12:51,6/7/22 16:45,,,2022,23.0,8.2,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-06-08,6/8/22 8:01,6/8/22 12:15,6/8/22 12:49,6/8/22 16:31,,,2022,23.0,7.9,0 days 00:34:00,
9424,PROCUREMENT,LA,Christopher,2022-06-13,6/13/22 8:04,6/13/22 12:17,6/13/22 12:49,6/13/22 16:32,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-14,6/14/22 8:04,6/14/22 12:16,6/14/22 12:48,6/14/22 16:32,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-15,6/15/22 8:02,6/15/22 12:16,6/15/22 12:46,6/15/22 16:32,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-06-16,6/16/22 8:02,6/16/22 12:16,6/16/22 12:47,6/16/22 16:31,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-06-17,6/17/22 7:58,6/17/22 12:19,6/17/22 12:50,6/17/22 16:31,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-06-20,6/20/22 8:02,6/20/22 12:15,6/20/22 12:46,6/20/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-06-21,6/21/22 8:00,6/21/22 12:15,6/21/22 12:46,6/21/22 16:30,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-06-22,6/22/22 8:08,6/22/22 12:16,6/22/22 12:48,6/22/22 16:33,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-23,6/23/22 8:01,6/23/22 12:17,6/23/22 12:49,6/23/22 16:31,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-24,6/24/22 8:02,6/24/22 12:15,6/24/22 12:47,6/24/22 16:30,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-27,6/27/22 8:02,6/27/22 12:15,6/27/22 12:48,6/27/22 16:30,,,2022,23.0,7.9,0 days 00:33:00,
9424,PROCUREMENT,LA,Christopher,2022-06-28,6/28/22 8:03,6/28/22 12:16,6/28/22 12:48,6/28/22 16:32,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-06-29,6/29/22 8:03,6/29/22 12:15,6/29/22 12:49,6/29/22 16:31,,,2022,23.0,7.9,0 days 00:34:00,
9424,PROCUREMENT,LA,Christopher,2022-06-30,6/30/22 8:02,6/30/22 12:17,6/30/22 12:48,6/30/22 16:30,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-01,7/1/22 8:02,7/1/22 12:18,7/1/22 12:49,7/1/22 16:34,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-05,7/5/22 8:07,7/5/22 12:17,7/5/22 12:48,7/5/22 16:33,,,2022,23.0,7.9,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-06,7/6/22 8:04,7/6/22 12:15,7/6/22 12:47,7/6/22 16:34,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-07-07,7/7/22 8:04,7/7/22 12:17,7/7/22 12:47,7/7/22 16:30,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-07-08,7/8/22 8:04,7/8/22 12:17,7/8/22 12:47,7/8/22 16:32,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-07-11,7/11/22 8:04,7/11/22 12:17,7/11/22 12:48,7/11/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-12,7/12/22 8:04,7/12/22 12:18,7/12/22 12:48,7/12/22 16:36,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-07-13,7/13/22 8:04,7/13/22 12:17,7/13/22 12:48,7/13/22 16:31,,,2022,23.0,7.9,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-14,7/14/22 8:06,7/14/22 12:16,7/14/22 12:49,7/14/22 16:35,,,2022,23.0,7.9,0 days 00:33:00,
9424,PROCUREMENT,LA,Christopher,2022-07-15,7/15/22 8:06,7/15/22 12:18,7/15/22 12:50,7/15/22 16:31,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-07-18,7/18/22 8:04,7/18/22 12:17,7/18/22 12:48,7/18/22 16:31,,,2022,23.0,7.9,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-19,7/19/22 8:04,7/19/22 12:18,7/19/22 12:49,7/19/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-20,7/20/22 8:10,7/20/22 12:15,7/20/22 12:48,7/20/22 16:35,,,2022,23.0,7.9,0 days 00:33:00,
9424,PROCUREMENT,LA,Christopher,2022-07-21,7/21/22 8:04,7/21/22 12:16,7/21/22 12:48,7/21/22 16:31,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-07-22,7/22/22 8:06,7/22/22 12:17,7/22/22 12:48,7/22/22 16:31,,,2022,23.0,7.9,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-25,7/25/22 8:06,7/25/22 12:18,7/25/22 12:48,7/25/22 16:32,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-07-26,7/26/22 8:05,7/26/22 12:20,7/26/22 12:51,7/26/22 16:35,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-27,7/27/22 8:19,7/27/22 12:15,7/27/22 12:46,7/27/22 16:34,,,2022,23.0,7.7,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-07-28,7/28/22 8:04,7/28/22 12:21,7/28/22 12:50,7/28/22 16:34,,,2022,23.0,8.0,0 days 00:29:00,
9424,PROCUREMENT,LA,Christopher,2022-07-29,7/29/22 8:07,7/29/22 12:16,7/29/22 12:48,7/29/22 16:32,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-08-01,8/1/22 8:06,8/1/22 12:15,8/1/22 12:45,8/1/22 16:31,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-02,8/2/22 8:04,8/2/22 12:15,8/2/22 12:45,8/2/22 16:31,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-03,8/3/22 8:06,8/3/22 12:15,8/3/22 12:45,8/3/22 16:32,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-04,8/4/22 8:09,8/4/22 12:15,8/4/22 12:45,8/4/22 16:32,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-05,8/5/22 8:05,8/5/22 12:15,8/5/22 12:45,8/5/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-08,8/8/22 8:04,8/8/22 12:15,8/8/22 12:45,8/8/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-09,8/9/22 8:07,8/9/22 12:15,8/9/22 12:45,8/9/22 16:32,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-10,8/10/22 8:09,8/10/22 12:15,8/10/22 12:45,8/10/22 16:33,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-11,8/11/22 8:06,8/11/22 12:16,8/11/22 12:45,8/11/22 16:41,,,2022,23.0,8.1,0 days 00:29:00,
9424,PROCUREMENT,LA,Christopher,2022-08-12,8/12/22 8:07,8/12/22 12:15,8/12/22 12:45,8/12/22 16:35,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-15,8/15/22 8:07,8/15/22 12:15,8/15/22 12:45,8/15/22 16:39,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-16,8/16/22 8:03,8/16/22 12:15,8/16/22 12:45,8/16/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-17,8/17/22 8:03,8/17/22 12:16,8/17/22 12:45,8/17/22 16:35,,,2022,23.0,8.0,0 days 00:29:00,
9424,PROCUREMENT,LA,Christopher,2022-08-18,8/18/22 8:02,8/18/22 12:17,8/18/22 12:47,8/18/22 16:35,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-19,8/19/22 8:03,8/19/22 12:16,8/19/22 12:46,8/19/22 16:41,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-22,8/22/22 8:09,8/22/22 12:16,8/22/22 12:46,8/22/22 16:33,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-23,8/23/22 8:05,8/23/22 12:15,8/23/22 12:45,8/23/22 16:30,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-24,8/24/22 8:06,8/24/22 12:16,8/24/22 12:46,8/24/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-25,8/25/22 8:04,8/25/22 12:15,8/25/22 12:45,8/25/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-26,8/26/22 8:01,8/26/22 12:15,8/26/22 12:46,8/26/22 16:30,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-08-29,8/29/22 7:59,8/29/22 12:15,8/29/22 12:46,8/29/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-08-30,8/30/22 8:01,8/30/22 12:15,8/30/22 12:45,8/30/22 16:32,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-08-31,8/31/22 7:59,8/31/22 12:15,8/31/22 12:45,8/31/22 15:57,,,2022,23.0,7.5,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-01,9/1/22 8:01,9/1/22 12:15,,,,,2022,23.0,4.2,,
9424,PROCUREMENT,LA,Christopher,2022-09-02,9/2/22 8:05,9/2/22 12:15,9/2/22 12:45,9/2/22 16:30,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-06,9/6/22 8:03,9/6/22 12:16,9/6/22 12:46,9/6/22 16:34,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-07,9/7/22 8:05,9/7/22 12:17,9/7/22 12:47,9/7/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-08,9/8/22 7:59,9/8/22 12:16,9/8/22 12:46,9/8/22 16:35,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-09,9/9/22 7:59,9/9/22 12:16,9/9/22 12:46,9/9/22 16:33,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-12,9/12/22 7:59,9/12/22 12:15,9/12/22 12:46,9/12/22 16:30,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-09-13,9/13/22 7:59,9/13/22 12:15,9/13/22 12:45,9/13/22 16:33,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-14,9/14/22 8:01,9/14/22 12:16,9/14/22 12:46,9/14/22 16:38,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-15,9/15/22 8:01,9/15/22 12:17,9/15/22 12:48,9/15/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-09-16,9/16/22 7:59,9/16/22 12:15,9/16/22 12:45,9/16/22 16:34,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-19,9/19/22 7:59,9/19/22 12:16,9/19/22 12:46,9/19/22 16:35,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-20,9/20/22 7:59,9/20/22 12:16,9/20/22 12:47,9/20/22 16:34,,,2022,23.0,8.1,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-09-21,9/21/22 8:03,9/21/22 12:15,9/21/22 12:46,9/21/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-09-22,9/22/22 8:03,9/22/22 12:15,9/22/22 12:47,9/22/22 16:33,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-09-23,9/23/22 7:59,9/23/22 12:18,9/23/22 12:48,9/23/22 16:31,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-26,9/26/22 7:59,9/26/22 12:18,9/26/22 12:49,9/26/22 16:31,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-09-27,9/27/22 7:59,9/27/22 12:18,9/27/22 12:48,9/27/22 16:35,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-28,9/28/22 8:01,9/28/22 12:17,9/28/22 12:48,9/28/22 16:31,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-09-29,9/29/22 8:05,9/29/22 12:18,9/29/22 12:48,9/29/22 16:35,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-09-30,9/30/22 8:03,9/30/22 12:32,9/30/22 13:02,9/30/22 16:34,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-10-03,10/3/22 8:03,10/3/22 12:15,10/3/22 12:45,10/3/22 16:32,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-10-04,10/4/22 7:59,10/4/22 12:17,10/4/22 12:48,10/4/22 16:31,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-05,10/5/22 8:02,10/5/22 12:17,10/5/22 12:48,10/5/22 16:33,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-06,10/6/22 8:02,10/6/22 12:18,10/6/22 12:50,10/6/22 16:40,,,2022,23.0,8.1,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-10-07,10/7/22 8:01,10/7/22 12:19,10/7/22 12:49,10/7/22 16:35,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-10-10,10/10/22 8:01,10/10/22 12:18,10/10/22 12:48,10/10/22 16:32,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-10-11,10/11/22 8:01,10/11/22 12:15,10/11/22 12:49,10/11/22 16:36,,,2022,23.0,8.0,0 days 00:34:00,
9424,PROCUREMENT,LA,Christopher,2022-10-12,10/12/22 8:03,10/12/22 12:20,10/12/22 12:51,10/12/22 16:36,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-13,10/13/22 8:03,10/13/22 12:21,10/13/22 12:52,10/13/22 16:38,,,2022,23.0,8.1,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-14,10/14/22 8:02,10/14/22 12:17,10/14/22 12:47,10/14/22 16:31,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-10-24,10/24/22 7:59,10/24/22 12:20,10/24/22 12:53,10/24/22 16:33,,,2022,23.0,8.0,0 days 00:33:00,
9424,PROCUREMENT,LA,Christopher,2022-10-25,10/25/22 8:00,10/25/22 12:18,10/25/22 12:49,10/25/22 16:31,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-26,10/26/22 8:01,10/26/22 12:17,10/26/22 12:48,10/26/22 16:31,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-27,10/27/22 8:01,10/27/22 12:17,10/27/22 12:48,10/27/22 16:34,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-28,10/28/22 8:01,10/28/22 12:31,10/28/22 13:02,10/28/22 16:33,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-10-31,10/31/22 8:09,10/31/22 12:16,10/31/22 12:48,10/31/22 16:31,,,2022,23.0,7.8,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-11-01,11/1/22 8:03,11/1/22 12:18,11/1/22 12:49,11/1/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-11-02,11/2/22 8:03,11/2/22 12:16,11/2/22 12:46,11/2/22 16:37,,,2022,23.0,8.1,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-03,11/3/22 8:03,11/3/22 12:17,11/3/22 12:48,11/3/22 16:32,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-11-04,11/4/22 8:02,11/4/22 12:20,11/4/22 12:50,11/4/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-07,11/7/22 8:04,11/7/22 12:19,11/7/22 12:49,11/7/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-08,11/8/22 8:18,11/8/22 12:22,11/8/22 12:52,11/8/22 16:34,,,2022,23.0,7.8,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-09,11/9/22 8:06,11/9/22 12:21,11/9/22 12:53,11/9/22 16:39,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-11-10,11/10/22 8:03,11/10/22 12:16,11/10/22 12:46,11/10/22 16:35,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-11,11/11/22 8:02,11/11/22 12:18,11/11/22 12:46,11/11/22 16:30,,,2022,23.0,8.0,0 days 00:28:00,
9424,PROCUREMENT,LA,Christopher,2022-11-14,11/14/22 8:03,11/14/22 12:18,11/14/22 12:48,11/14/22 16:30,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-15,11/15/22 8:01,11/15/22 12:20,11/15/22 12:50,11/15/22 16:34,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-16,11/16/22 8:04,11/16/22 12:20,11/16/22 12:51,11/16/22 16:43,,,2022,23.0,8.1,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-11-17,11/17/22 8:10,11/17/22 12:17,11/17/22 12:49,11/17/22 16:36,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-11-18,11/18/22 7:59,11/18/22 12:16,11/18/22 12:45,11/18/22 16:33,,,2022,23.0,8.1,0 days 00:29:00,
9424,PROCUREMENT,LA,Christopher,2022-11-21,11/21/22 8:01,11/21/22 12:20,11/21/22 12:52,11/21/22 16:31,,,2022,23.0,8.0,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-11-22,11/22/22 8:01,11/22/22 12:20,11/22/22 12:50,11/22/22 16:33,,,2022,23.0,8.0,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-23,11/23/22 8:04,11/23/22 12:32,11/23/22 13:02,11/23/22 16:30,,,2022,23.0,7.9,0 days 00:30:00,
9424,PROCUREMENT,LA,Christopher,2022-11-25,11/25/22 7:02,11/25/22 11:19,11/25/22 11:50,11/25/22 15:30,,,2022,23.0,8.0,0 days 00:31:00,
9424,PROCUREMENT,LA,Christopher,2022-11-28,11/28/22 8:03,11/28/22 12:17,11/28/22 12:50,11/28/22 16:32,,,2022,23.0,7.9,0 days 00:33:00,
9424,PROCUREMENT,LA,Christopher,2022-11-29,11/29/22 8:04,11/29/22 12:15,11/29/22 12:47,11/29/22 16:31,,,2022,23.0,7.9,0 days 00:32:00,
9424,PROCUREMENT,LA,Christopher,2022-11-30,11/30/22 8:08,11/30/22 12:18,11/30/22 12:48,11/30/22 16:31,,,2022,23.0,7.9,0 days 00:30:00,
