employee_id,department,Location,Supervisor,date,punchin1,punchout1,punchin2,punchout2,punchin3,punchout3
9424,PROCUREMENT,LA,Christopher,5/17/22,5/17/22 7:59,5/17/22 12:16,5/17/22 12:48,5/17/22 16:31,,
9424,PROCUREMENT,LA,Christopher,5/18/22,5/18/22 8:05,5/18/22 12:15,5/18/22 12:47,5/18/22 16:32,,
9424,PROCUREMENT,LA,Christopher,5/19/22,5/19/22 7:59,5/19/22 12:15,5/19/22 12:47,5/19/22 16:33,,
9424,PROCUREMENT,LA,Christopher,5/20/22,5/20/22 7:59,5/20/22 12:17,5/20/22 12:47,5/20/22 16:31,,
9424,PROCUREMENT,LA,Christopher,5/23/22,5/23/22 7:59,5/23/22 12:15,5/23/22 12:47,5/23/22 16:34,,
9424,PROCUREMENT,LA,Christopher,5/24/22,5/24/22 7:59,5/24/22 12:15,5/24/22 12:46,5/24/22 16:32,,
9424,PROCUREMENT,LA,Christopher,5/25/22,5/25/22 8:00,5/25/22 12:15,5/25/22 12:48,5/25/22 16:32,,
9424,PROCUREMENT,LA,Christopher,5/26/22,5/26/22 8:02,5/26/22 12:19,5/26/22 12:49,5/26/22 16:32,,
9424,PROCUREMENT,LA,Christopher,5/27/22,5/27/22 7:30,5/27/22 12:03,5/27/22 12:34,5/27/22 16:03,,
9424,PROCUREMENT,LA,Christopher,5/31/22,5/31/22 8:03,5/31/22 12:16,5/31/22 12:48,5/31/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/1/22,6/1/22 8:01,6/1/22 12:16,6/1/22 12:45,6/1/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/2/22,6/2/22 8:01,6/2/22 12:15,6/2/22 12:46,6/2/22 16:40,,
9424,PROCUREMENT,LA,Christopher,6/3/22,6/3/22 7:59,6/3/22 12:15,6/3/22 12:47,6/3/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/6/22,6/6/22 8:00,6/6/22 12:16,6/6/22 12:46,6/6/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/7/22,6/7/22 8:02,6/7/22 12:21,6/7/22 12:51,6/7/22 16:45,,
9424,PROCUREMENT,LA,Christopher,6/8/22,6/8/22 8:01,6/8/22 12:15,6/8/22 12:49,6/8/22 16:31,,
9424,PROCUREMENT,LA,Christopher,6/13/22,6/13/22 8:04,6/13/22 12:17,6/13/22 12:49,6/13/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/14/22,6/14/22 8:04,6/14/22 12:16,6/14/22 12:48,6/14/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/15/22,6/15/22 8:02,6/15/22 12:16,6/15/22 12:46,6/15/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/16/22,6/16/22 8:02,6/16/22 12:16,6/16/22 12:47,6/16/22 16:31,,
9424,PROCUREMENT,LA,Christopher,6/17/22,6/17/22 7:58,6/17/22 12:19,6/17/22 12:50,6/17/22 16:31,,
9424,PROCUREMENT,LA,Christopher,6/20/22,6/20/22 8:02,6/20/22 12:15,6/20/22 12:46,6/20/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/21/22,6/21/22 8:00,6/21/22 12:15,6/21/22 12:46,6/21/22 16:30,,
9424,PROCUREMENT,LA,Christopher,6/22/22,6/22/22 8:08,6/22/22 12:16,6/22/22 12:48,6/22/22 16:33,,
9424,PROCUREMENT,LA,Christopher,6/23/22,6/23/22 8:01,6/23/22 12:17,6/23/22 12:49,6/23/22 16:31,,
9424,PROCUREMENT,LA,Christopher,6/24/22,6/24/22 8:02,6/24/22 12:15,6/24/22 12:47,6/24/22 16:30,,
9424,PROCUREMENT,LA,Christopher,6/27/22,6/27/22 8:02,6/27/22 12:15,6/27/22 12:48,6/27/22 16:30,,
9424,PROCUREMENT,LA,Christopher,6/28/22,6/28/22 8:03,6/28/22 12:16,6/28/22 12:48,6/28/22 16:32,,
9424,PROCUREMENT,LA,Christopher,6/29/22,6/29/22 8:03,6/29/22 12:15,6/29/22 12:49,6/29/22 16:31,,
9424,PROCUREMENT,LA,Christopher,6/30/22,6/30/22 8:02,6/30/22 12:17,6/30/22 12:48,6/30/22 16:30,,
9424,PROCUREMENT,LA,Christopher,7/1/22,7/1/22 8:02,7/1/22 12:18,7/1/22 12:49,7/1/22 16:34,,
9424,PROCUREMENT,LA,Christopher,7/5/22,7/5/22 8:07,7/5/22 12:17,7/5/22 12:48,7/5/22 16:33,,
9424,PROCUREMENT,LA,Christopher,7/6/22,7/6/22 8:04,7/6/22 12:15,7/6/22 12:47,7/6/22 16:34,,
9424,PROCUREMENT,LA,Christopher,7/7/22,7/7/22 8:04,7/7/22 12:17,7/7/22 12:47,7/7/22 16:30,,
9424,PROCUREMENT,LA,Christopher,7/8/22,7/8/22 8:04,7/8/22 12:17,7/8/22 12:47,7/8/22 16:32,,
9424,PROCUREMENT,LA,Christopher,7/11/22,7/11/22 8:04,7/11/22 12:17,7/11/22 12:48,7/11/22 16:32,,
9424,PROCUREMENT,LA,Christopher,7/12/22,7/12/22 8:04,7/12/22 12:18,7/12/22 12:48,7/12/22 16:36,,
9424,PROCUREMENT,LA,Christopher,7/13/22,7/13/22 8:04,7/13/22 12:17,7/13/22 12:48,7/13/22 16:31,,
9424,PROCUREMENT,LA,Christopher,7/14/22,7/14/22 8:06,7/14/22 12:16,7/14/22 12:49,7/14/22 16:35,,
9424,PROCUREMENT,LA,Christopher,7/15/22,7/15/22 8:06,7/15/22 12:18,7/15/22 12:50,7/15/22 16:31,,
9424,PROCUREMENT,LA,Christopher,7/18/22,7/18/22 8:04,7/18/22 12:17,7/18/22 12:48,7/18/22 16:31,,
9424,PROCUREMENT,LA,Christopher,7/19/22,7/19/22 8:04,7/19/22 12:18,7/19/22 12:49,7/19/22 16:32,,
9424,PROCUREMENT,LA,Christopher,7/20/22,7/20/22 8:10,7/20/22 12:15,7/20/22 12:48,7/20/22 16:35,,
9424,PROCUREMENT,LA,Christopher,7/21/22,7/21/22 8:04,7/21/22 12:16,7/21/22 12:48,7/21/22 16:31,,
9424,PROCUREMENT,LA,Christopher,7/22/22,7/22/22 8:06,7/22/22 12:17,7/22/22 12:48,7/22/22 16:31,,
9424,PROCUREMENT,LA,Christopher,7/25/22,7/25/22 8:06,7/25/22 12:18,7/25/22 12:48,7/25/22 16:32,,
9424,PROCUREMENT,LA,Christopher,7/26/22,7/26/22 8:05,7/26/22 12:20,7/26/22 12:51,7/26/22 16:35,,
9424,PROCUREMENT,LA,Christopher,7/27/22,7/27/22 8:19,7/27/22 12:15,7/27/22 12:46,7/27/22 16:34,,
9424,PROCUREMENT,LA,Christopher,7/28/22,7/28/22 8:04,7/28/22 12:21,7/28/22 12:50,7/28/22 16:34,,
9424,PROCUREMENT,LA,Christopher,7/29/22,7/29/22 8:07,7/29/22 12:16,7/29/22 12:48,7/29/22 16:32,,
9424,PROCUREMENT,LA,Christopher,8/1/22,8/1/22 8:06,8/1/22 12:15,8/1/22 12:45,8/1/22 16:31,,
9424,PROCUREMENT,LA,Christopher,8/2/22,8/2/22 8:04,8/2/22 12:15,8/2/22 12:45,8/2/22 16:31,,
9424,PROCUREMENT,LA,Christopher,8/3/22,8/3/22 8:06,8/3/22 12:15,8/3/22 12:45,8/3/22 16:32,,
9424,PROCUREMENT,LA,Christopher,8/4/22,8/4/22 8:09,8/4/22 12:15,8/4/22 12:45,8/4/22 16:32,,
9424,PROCUREMENT,LA,Christopher,8/5/22,8/5/22 8:05,8/5/22 12:15,8/5/22 12:45,8/5/22 16:33,,
9424,PROCUREMENT,LA,Christopher,8/8/22,8/8/22 8:04,8/8/22 12:15,8/8/22 12:45,8/8/22 16:33,,
9424,PROCUREMENT,LA,Christopher,8/9/22,8/9/22 8:07,8/9/22 12:15,8/9/22 12:45,8/9/22 16:32,,
9424,PROCUREMENT,LA,Christopher,8/10/22,8/10/22 8:09,8/10/22 12:15,8/10/22 12:45,8/10/22 16:33,,
9424,PROCUREMENT,LA,Christopher,8/11/22,8/11/22 8:06,8/11/22 12:16,8/11/22 12:45,8/11/22 16:41,,
9424,PROCUREMENT,LA,Christopher,8/12/22,8/12/22 8:07,8/12/22 12:15,8/12/22 12:45,8/12/22 16:35,,
9424,PROCUREMENT,LA,Christopher,8/15/22,8/15/22 8:07,8/15/22 12:15,8/15/22 12:45,8/15/22 16:39,,
9424,PROCUREMENT,LA,Christopher,8/16/22,8/16/22 8:03,8/16/22 12:15,8/16/22 12:45,8/16/22 16:33,,
9424,PROCUREMENT,LA,Christopher,8/17/22,8/17/22 8:03,8/17/22 12:16,8/17/22 12:45,8/17/22 16:35,,
9424,PROCUREMENT,LA,Christopher,8/18/22,8/18/22 8:02,8/18/22 12:17,8/18/22 12:47,8/18/22 16:35,,
9424,PROCUREMENT,LA,Christopher,8/19/22,8/19/22 8:03,8/19/22 12:16,8/19/22 12:46,8/19/22 16:41,,
9424,PROCUREMENT,LA,Christopher,8/22/22,8/22/22 8:09,8/22/22 12:16,8/22/22 12:46,8/22/22 16:33,,
9424,PROCUREMENT,LA,Christopher,8/23/22,8/23/22 8:05,8/23/22 12:15,8/23/22 12:45,8/23/22 16:30,,
9424,PROCUREMENT,LA,Christopher,8/24/22,8/24/22 8:06,8/24/22 12:16,8/24/22 12:46,8/24/22 16:33,,
9424,PROCUREMENT,LA,Christopher,8/25/22,8/25/22 8:04,8/25/22 12:15,8/25/22 12:45,8/25/22 16:33,,
9424,PROCUREMENT,LA,Christopher,8/26/22,8/26/22 8:01,8/26/22 12:15,8/26/22 12:46,8/26/22 16:30,,
9424,PROCUREMENT,LA,Christopher,8/29/22,8/29/22 7:59,8/29/22 12:15,8/29/22 12:46,8/29/22 16:32,,
9424,PROCUREMENT,LA,Christopher,8/30/22,8/30/22 8:01,8/30/22 12:15,8/30/22 12:45,8/30/22 16:32,,
9424,PROCUREMENT,LA,Christopher,8/31/22,8/31/22 7:59,8/31/22 12:15,8/31/22 12:45,8/31/22 15:57,,
9424,PROCUREMENT,LA,Christopher,9/1/22,9/1/22 8:01,9/1/22 12:15,,,,
9424,PROCUREMENT,LA,Christopher,9/2/22,9/2/22 8:05,9/2/22 12:15,9/2/22 12:45,9/2/22 16:30,,
9424,PROCUREMENT,LA,Christopher,9/6/22,9/6/22 8:03,9/6/22 12:16,9/6/22 12:46,9/6/22 16:34,,
9424,PROCUREMENT,LA,Christopher,9/7/22,9/7/22 8:05,9/7/22 12:17,9/7/22 12:47,9/7/22 16:33,,
9424,PROCUREMENT,LA,Christopher,9/8/22,9/8/22 7:59,9/8/22 12:16,9/8/22 12:46,9/8/22 16:35,,
9424,PROCUREMENT,LA,Christopher,9/9/22,9/9/22 7:59,9/9/22 12:16,9/9/22 12:46,9/9/22 16:33,,
9424,PROCUREMENT,LA,Christopher,9/12/22,9/12/22 7:59,9/12/22 12:15,9/12/22 12:46,9/12/22 16:30,,
9424,PROCUREMENT,LA,Christopher,9/13/22,9/13/22 7:59,9/13/22 12:15,9/13/22 12:45,9/13/22 16:33,,
9424,PROCUREMENT,LA,Christopher,9/14/22,9/14/22 8:01,9/14/22 12:16,9/14/22 12:46,9/14/22 16:38,,
9424,PROCUREMENT,LA,Christopher,9/15/22,9/15/22 8:01,9/15/22 12:17,9/15/22 12:48,9/15/22 16:32,,
9424,PROCUREMENT,LA,Christopher,9/16/22,9/16/22 7:59,9/16/22 12:15,9/16/22 12:45,9/16/22 16:34,,
9424,PROCUREMENT,LA,Christopher,9/19/22,9/19/22 7:59,9/19/22 12:16,9/19/22 12:46,9/19/22 16:35,,
9424,PROCUREMENT,LA,Christopher,9/20/22,9/20/22 7:59,9/20/22 12:16,9/20/22 12:47,9/20/22 16:34,,
9424,PROCUREMENT,LA,Christopher,9/21/22,9/21/22 8:03,9/21/22 12:15,9/21/22 12:46,9/21/22 16:32,,
9424,PROCUREMENT,LA,Christopher,9/22/22,9/22/22 8:03,9/22/22 12:15,9/22/22 12:47,9/22/22 16:33,,
9424,PROCUREMENT,LA,Christopher,9/23/22,9/23/22 7:59,9/23/22 12:18,9/23/22 12:48,9/23/22 16:31,,
9424,PROCUREMENT,LA,Christopher,9/26/22,9/26/22 7:59,9/26/22 12:18,9/26/22 12:49,9/26/22 16:31,,
9424,PROCUREMENT,LA,Christopher,9/27/22,9/27/22 7:59,9/27/22 12:18,9/27/22 12:48,9/27/22 16:35,,
9424,PROCUREMENT,LA,Christopher,9/28/22,9/28/22 8:01,9/28/22 12:17,9/28/22 12:48,9/28/22 16:31,,
9424,PROCUREMENT,LA,Christopher,9/29/22,9/29/22 8:05,9/29/22 12:18,9/29/22 12:48,9/29/22 16:35,,
9424,PROCUREMENT,LA,Christopher,9/30/22,9/30/22 8:03,9/30/22 12:32,9/30/22 13:02,9/30/22 16:34,,
9424,PROCUREMENT,LA,Christopher,10/3/22,10/3/22 8:03,10/3/22 12:15,10/3/22 12:45,10/3/22 16:32,,
9424,PROCUREMENT,LA,Christopher,10/4/22,10/4/22 7:59,10/4/22 12:17,10/4/22 12:48,10/4/22 16:31,,
9424,PROCUREMENT,LA,Christopher,10/5/22,10/5/22 8:02,10/5/22 12:17,10/5/22 12:48,10/5/22 16:33,,
9424,PROCUREMENT,LA,Christopher,10/6/22,10/6/22 8:02,10/6/22 12:18,10/6/22 12:50,10/6/22 16:40,,
9424,PROCUREMENT,LA,Christopher,10/7/22,10/7/22 8:01,10/7/22 12:19,10/7/22 12:49,10/7/22 16:35,,
9424,PROCUREMENT,LA,Christopher,10/10/22,10/10/22 8:01,10/10/22 12:18,10/10/22 12:48,10/10/22 16:32,,
9424,PROCUREMENT,LA,Christopher,10/11/22,10/11/22 8:01,10/11/22 12:15,10/11/22 12:49,10/11/22 16:36,,
9424,PROCUREMENT,LA,Christopher,10/12/22,10/12/22 8:03,10/12/22 12:20,10/12/22 12:51,10/12/22 16:36,,
9424,PROCUREMENT,LA,Christopher,10/13/22,10/13/22 8:03,10/13/22 12:21,10/13/22 12:52,10/13/22 16:38,,
9424,PROCUREMENT,LA,Christopher,10/14/22,10/14/22 8:02,10/14/22 12:17,10/14/22 12:47,10/14/22 16:31,,
9424,PROCUREMENT,LA,Christopher,10/24/22,10/24/22 7:59,10/24/22 12:20,10/24/22 12:53,10/24/22 16:33,,
9424,PROCUREMENT,LA,Christopher,10/25/22,10/25/22 8:00,10/25/22 12:18,10/25/22 12:49,10/25/22 16:31,,
9424,PROCUREMENT,LA,Christopher,10/26/22,10/26/22 8:01,10/26/22 12:17,10/26/22 12:48,10/26/22 16:31,,
9424,PROCUREMENT,LA,Christopher,10/27/22,10/27/22 8:01,10/27/22 12:17,10/27/22 12:48,10/27/22 16:34,,
9424,PROCUREMENT,LA,Christopher,10/28/22,10/28/22 8:01,10/28/22 12:31,10/28/22 13:02,10/28/22 16:33,,
9424,PROCUREMENT,LA,Christopher,10/31/22,10/31/22 8:09,10/31/22 12:16,10/31/22 12:48,10/31/22 16:31,,
9424,PROCUREMENT,LA,Christopher,11/1/22,11/1/22 8:03,11/1/22 12:18,11/1/22 12:49,11/1/22 16:32,,
9424,PROCUREMENT,LA,Christopher,11/2/22,11/2/22 8:03,11/2/22 12:16,11/2/22 12:46,11/2/22 16:37,,
9424,PROCUREMENT,LA,Christopher,11/3/22,11/3/22 8:03,11/3/22 12:17,11/3/22 12:48,11/3/22 16:32,,
9424,PROCUREMENT,LA,Christopher,11/4/22,11/4/22 8:02,11/4/22 12:20,11/4/22 12:50,11/4/22 16:33,,
9424,PROCUREMENT,LA,Christopher,11/7/22,11/7/22 8:04,11/7/22 12:19,11/7/22 12:49,11/7/22 16:33,,
9424,PROCUREMENT,LA,Christopher,11/8/22,11/8/22 8:18,11/8/22 12:22,11/8/22 12:52,11/8/22 16:34,,
9424,PROCUREMENT,LA,Christopher,11/9/22,11/9/22 8:06,11/9/22 12:21,11/9/22 12:53,11/9/22 16:39,,
9424,PROCUREMENT,LA,Christopher,11/10/22,11/10/22 8:03,11/10/22 12:16,11/10/22 12:46,11/10/22 16:35,,
9424,PROCUREMENT,LA,Christopher,11/11/22,11/11/22 8:02,11/11/22 12:18,11/11/22 12:46,11/11/22 16:30,,
9424,PROCUREMENT,LA,Christopher,11/14/22,11/14/22 8:03,11/14/22 12:18,11/14/22 12:48,11/14/22 16:30,,
9424,PROCUREMENT,LA,Christopher,11/15/22,11/15/22 8:01,11/15/22 12:20,11/15/22 12:50,11/15/22 16:34,,
9424,PROCUREMENT,LA,Christopher,11/16/22,11/16/22 8:04,11/16/22 12:20,11/16/22 12:51,11/16/22 16:43,,
9424,PROCUREMENT,LA,Christopher,11/17/22,11/17/22 8:10,11/17/22 12:17,11/17/22 12:49,11/17/22 16:36,,
9424,PROCUREMENT,LA,Christopher,11/18/22,11/18/22 7:59,11/18/22 12:16,11/18/22 12:45,11/18/22 16:33,,
9424,PROCUREMENT,LA,Christopher,11/21/22,11/21/22 8:01,11/21/22 12:20,11/21/22 12:52,11/21/22 16:31,,
9424,PROCUREMENT,LA,Christopher,11/22/22,11/22/22 8:01,11/22/22 12:20,11/22/22 12:50,11/22/22 16:33,,
9424,PROCUREMENT,LA,Christopher,11/23/22,11/23/22 8:04,11/23/22 12:32,11/23/22 13:02,11/23/22 16:30,,
9424,PROCUREMENT,LA,Christopher,11/25/22,11/25/22 7:02,11/25/22 11:19,11/25/22 11:50,11/25/22 15:30,,
9424,PROCUREMENT,LA,Christopher,11/28/22,11/28/22 8:03,11/28/22 12:17,11/28/22 12:50,11/28/22 16:32,,
9424,PROCUREMENT,LA,Christopher,11/29/22,11/29/22 8:04,11/29/22 12:15,11/29/22 12:47,11/29/22 16:31,,
9424,PROCUREMENT,LA,Christopher,11/30/22,11/30/22 8:08,11/30/22 12:18,11/30/22 12:48,11/30/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/1/22,12/1/22 8:09,12/1/22 12:16,12/1/22 12:47,12/1/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/2/22,12/2/22 8:07,12/2/22 12:16,12/2/22 12:48,12/2/22 16:34,,
9424,PROCUREMENT,LA,Christopher,12/5/22,12/5/22 8:03,12/5/22 12:19,12/5/22 12:50,12/5/22 16:32,,
9424,PROCUREMENT,LA,Christopher,12/6/22,12/6/22 8:03,12/6/22 12:22,12/6/22 12:54,12/6/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/7/22,12/7/22 8:00,12/7/22 12:20,12/7/22 12:53,12/7/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/8/22,12/8/22 8:04,12/8/22 12:17,12/8/22 12:48,12/8/22 16:33,,
9424,PROCUREMENT,LA,Christopher,12/9/22,12/9/22 8:05,12/9/22 12:20,12/9/22 12:52,12/9/22 16:39,,
9424,PROCUREMENT,LA,Christopher,12/13/22,12/13/22 8:05,12/13/22 12:21,12/13/22 12:51,12/13/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/14/22,12/14/22 8:03,12/14/22 12:19,12/14/22 12:50,12/14/22 16:33,,
9424,PROCUREMENT,LA,Christopher,12/15/22,12/15/22 8:04,12/15/22 12:19,12/15/22 12:49,12/15/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/16/22,12/16/22 8:04,12/16/22 12:22,12/16/22 12:52,12/16/22 16:29,,
9424,PROCUREMENT,LA,Christopher,12/19/22,12/19/22 8:03,12/19/22 12:18,12/19/22 12:49,12/19/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/20/22,12/20/22 8:01,12/20/22 12:20,12/20/22 12:50,12/20/22 16:32,,
9424,PROCUREMENT,LA,Christopher,12/21/22,12/21/22 8:02,12/21/22 12:21,12/21/22 12:53,12/21/22 16:32,,
9424,PROCUREMENT,LA,Christopher,12/22/22,12/22/22 8:04,12/22/22 12:23,12/22/22 12:53,12/22/22 16:33,,
9424,PROCUREMENT,LA,Christopher,12/23/22,12/23/22 7:07,12/23/22 12:00,12/23/22 12:30,12/23/22 15:30,,
9424,PROCUREMENT,LA,Christopher,12/27/22,12/27/22 8:05,12/27/22 12:31,12/27/22 13:01,12/27/22 16:31,,
9424,PROCUREMENT,LA,Christopher,12/28/22,12/28/22 8:03,12/28/22 12:22,12/28/22 12:52,12/28/22 16:32,,
9424,PROCUREMENT,LA,Christopher,12/29/22,12/29/22 8:01,12/29/22 12:20,12/29/22 12:52,12/29/22 16:32,,
9424,PROCUREMENT,LA,Christopher,12/30/22,12/30/22 7:02,12/30/22 11:29,12/30/22 11:59,12/30/22 15:32,,
9424,PROCUREMENT,LA,Christopher,1/3/23,1/3/23 8:06,1/3/23 12:21,1/3/23 12:51,1/3/23 16:32,,
9424,PROCUREMENT,LA,Christopher,1/4/23,1/4/23 8:01,1/4/23 12:21,1/4/23 12:52,1/4/23 16:33,,
9424,PROCUREMENT,LA,Christopher,1/10/23,1/10/23 8:04,1/10/23 12:20,1/10/23 12:51,1/10/23 16:32,,
9424,PROCUREMENT,LA,Christopher,1/11/23,1/11/23 8:03,1/11/23 12:20,1/11/23 12:52,1/11/23 16:32,,
9424,PROCUREMENT,LA,Christopher,1/12/23,1/12/23 8:02,1/12/23 12:22,1/12/23 12:53,1/12/23 16:37,,
9424,PROCUREMENT,LA,Christopher,1/13/23,1/13/23 8:04,1/13/23 12:30,1/13/23 13:01,1/13/23 16:36,,
9424,PROCUREMENT,LA,Christopher,1/16/23,1/16/23 8:01,1/16/23 12:20,1/16/23 12:51,1/16/23 16:34,,
9424,PROCUREMENT,LA,Christopher,1/17/23,1/17/23 8:03,1/17/23 12:20,1/17/23 12:51,1/17/23 16:35,,
9424,PROCUREMENT,LA,Christopher,1/18/23,1/18/23 8:02,1/18/23 12:19,1/18/23 12:51,1/18/23 16:33,,
9424,PROCUREMENT,LA,Christopher,1/19/23,1/19/23 8:03,1/19/23 12:26,1/19/23 12:57,1/19/23 16:35,,
9424,PROCUREMENT,LA,Christopher,1/20/23,1/20/23 8:01,1/20/23 12:20,1/20/23 12:51,1/20/23 16:34,,
9424,PROCUREMENT,LA,Christopher,1/23/23,1/23/23 8:01,1/23/23 12:20,1/23/23 12:50,1/23/23 16:33,,
9424,PROCUREMENT,LA,Christopher,1/24/23,1/24/23 8:01,1/24/23 12:15,1/24/23 12:46,1/24/23 16:33,,
9424,PROCUREMENT,LA,Christopher,1/25/23,1/25/23 8:02,1/25/23 12:25,1/25/23 12:56,1/25/23 16:41,,
9424,PROCUREMENT,LA,Christopher,1/26/23,1/26/23 8:03,1/26/23 12:24,1/26/23 12:56,1/26/23 16:36,,
9424,PROCUREMENT,LA,Christopher,1/27/23,1/27/23 8:06,1/27/23 12:15,1/27/23 12:49,1/27/23 16:32,,
9424,PROCUREMENT,LA,Christopher,1/30/23,1/30/23 8:04,1/30/23 12:19,1/30/23 12:50,1/30/23 16:31,,
9424,PROCUREMENT,LA,Christopher,1/31/23,1/31/23 8:01,1/31/23 12:20,1/31/23 12:52,1/31/23 16:37,,
9424,PROCUREMENT,LA,Christopher,2/1/23,2/1/23 8:04,2/1/23 12:24,2/1/23 12:56,2/1/23 16:35,,
9424,PROCUREMENT,LA,Christopher,2/2/23,2/2/23 8:08,2/2/23 12:31,2/2/23 13:02,2/2/23 16:32,,
9424,PROCUREMENT,LA,Christopher,2/3/23,2/3/23 8:03,2/3/23 12:19,2/3/23 12:50,2/3/23 16:38,,
9424,PROCUREMENT,LA,Christopher,2/6/23,2/6/23 8:05,2/6/23 12:18,2/6/23 12:49,2/6/23 16:32,,
9424,PROCUREMENT,LA,Christopher,2/7/23,2/7/23 8:09,2/7/23 12:33,2/7/23 13:10,2/7/23 16:32,,
9424,PROCUREMENT,LA,Christopher,2/8/23,2/8/23 8:02,2/8/23 12:20,2/8/23 12:51,2/8/23 16:31,,
9424,PROCUREMENT,LA,Christopher,2/9/23,2/9/23 8:02,2/9/23 12:20,2/9/23 12:51,2/9/23 16:32,,
9424,PROCUREMENT,LA,Christopher,2/10/23,2/10/23 8:04,2/10/23 12:15,2/10/23 12:46,2/10/23 16:33,,
9424,PROCUREMENT,LA,Christopher,2/13/23,2/13/23 8:03,2/13/23 12:22,2/13/23 12:53,2/13/23 16:32,,
9424,PROCUREMENT,LA,Christopher,2/14/23,2/14/23 8:04,2/14/23 12:20,2/14/23 12:52,2/14/23 16:35,,
9424,PROCUREMENT,LA,Christopher,2/16/23,2/16/23 8:03,2/16/23 12:26,2/16/23 12:57,2/16/23 16:31,,
9424,PROCUREMENT,LA,Christopher,2/17/23,2/17/23 8:06,2/17/23 12:25,2/17/23 12:56,2/17/23 16:32,,
9424,PROCUREMENT,LA,Christopher,2/20/23,2/20/23 8:03,2/20/23 12:21,2/20/23 12:51,2/20/23 16:35,,
9424,PROCUREMENT,LA,Christopher,2/21/23,2/21/23 8:06,2/21/23 12:22,2/21/23 12:54,2/21/23 16:33,,
